# time, vdt, omegadt
1.288971850334000111e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971850450999975e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971850571000099e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971850690999985e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971850812999964e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971850930999994e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971851052999973e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971851174999952e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971851296999931e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971851414999962e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971851535000086e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971851654999971e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971851775000095e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971851897000074e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971852015000105e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971852134999990e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971852255000114e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971852375000000e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971852496999979e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971852615000010e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971852734999895e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971852855000019e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971852974999905e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971853096999884e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971853214999914e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971853335000038e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971853454999924e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971853575000048e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971853694999933e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971853815000057e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971853934999943e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971854055000067e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971854174999952e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971854301000118e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971854418999910e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971854539000034e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971854658999920e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971854779000044e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971854901000023e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971855019000053e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971855138999939e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971855256999969e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971855378999949e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971855496999979e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971855618999958e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971855736999989e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971855858999968e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971855979000092e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971856101000071e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971856219000101e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971856338999987e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971856459000111e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971856578999996e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971856700999975e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971856819000006e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971856938999891e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971857059000015e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971857178999901e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971857299000025e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971857418999910e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971857539000034e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971857663000107e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971857782999992e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971857904999971e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971858023000002e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971858142999887e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971858263000011e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971858382999897e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971858505000114e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971858622999907e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971858742000103e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971858862999916e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971858983000040e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971859105000019e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971859223000050e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971859342999935e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971859464999914e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971859585000038e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971859704999924e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971859821000099e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971859944999933e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971860062999964e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971860183000088e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971860305000067e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971860423000097e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971860542999983e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971860663000107e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971860786999941e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971860904999971e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971861026999950e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971861147000074e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971861266999960e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971861387000084e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971861505000114e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971861627000093e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971861744999886e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971861867000103e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971861986999989e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971862105000019e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971862226999998e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971862346999884e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971862467000008e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971862586999893e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971862709000111e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971862826999903e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971862947000027e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971863066999912e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971863187000036e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971863309000015e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971863426000118e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971863546999931e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971863667000055e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971863790999889e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971863908999920e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971864030999899e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971864151000023e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971864269000053e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971864388999939e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971864509000063e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971864628999949e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971864749000072e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971864868999958e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971864989000082e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971865108999968e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971865229000092e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971865352999926e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971865469000101e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971865591000080e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971865710999966e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971865831000090e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971865950999975e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971866072999954e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971866193000078e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971866312999964e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971866433000088e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971866549999952e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971866671000004e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971866789999962e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971866913000107e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971867032999992e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971867153000116e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971867273000002e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971867392999887e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971867513000011e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971867632999897e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971867753000021e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971867872999907e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971867993000031e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971868112999916e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971868233000040e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971868352999926e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971868473000050e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971868592999935e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971868713000059e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971868836999893e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971868953000069e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971869076999903e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971869197000027e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971869316999912e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971869437000036e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971869556999922e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971869677000046e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971869796999931e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971869917000055e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971870036999941e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971870157000065e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971870276999950e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971870398999929e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971870516999960e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971870638999939e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971870756999969e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971870878999949e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971870999000072e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971871117000103e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971871236999989e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971871357000113e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971871479000092e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971871598999977e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971871719000101e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971871838999987e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971871959000111e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971872078999996e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971872198999882e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971872319000006e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971872440999985e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971872559000015e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971872677999973e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971872798000097e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971872918999910e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971873038000107e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971873158999920e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971873278000116e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971873398000002e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971873517999887e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971873638000011e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971873763000011e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971873882999897e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971874005000114e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971874122999907e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971874243000031e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971874362999916e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971874483000040e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971874605000019e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971874723000050e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971874842999935e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971874963000059e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971875082999945e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971875203000069e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971875322999954e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971875443000078e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971875565000057e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971875683000088e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971875802999973e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971875923000097e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971876042000055e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971876161999941e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971876282000065e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971876401999950e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971876522000074e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971876641999960e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971876762000084e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971876887000084e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971877005000114e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971877121999979e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971877246999979e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971877367000103e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971877486999989e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971877608999968e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971877726999998e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971877846999884e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971877967000008e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971878086999893e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971878209000111e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971878326999903e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971878447000027e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971878566999912e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971878687000036e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971878809000015e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971878927000046e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971879046999931e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971879167000055e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971879286999941e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971879408999920e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971879526000023e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971879647000074e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971879766000032e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971879885999918e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971880013000011e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971880125999928e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971880246000051e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971880371000051e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971880490999937e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971880611000061e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971880730999947e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971880851000071e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971880970999956e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971881091000080e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971881213000059e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971881331000090e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971881450999975e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971881569999933e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971881690999985e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971881812999964e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971881930999994e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971882051000118e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971882171000004e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971882290999889e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971882413000107e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971882529999971e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971882650000095e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971882770999908e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971882890000105e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971883013000011e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971883130000114e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971883250000000e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971883369999886e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971883494999886e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971883612999916e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971883734999895e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971883855000019e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971883974999905e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971884095000029e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971884217000008e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971884335000038e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971884454999924e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971884575000048e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971884694999933e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971884816999912e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971884934999943e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971885055000067e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971885174999952e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971885295000076e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971885417000055e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971885535000086e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971885654999971e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971885775000095e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971885894999981e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971886016999960e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971886134000063e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971886253999949e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971886374000072e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971886493999958e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971886617000103e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971886733999968e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971886854000092e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971886973999977e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971887098999977e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971887217000008e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971887338999987e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971887459000111e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971887578999996e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971887697999954e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971887816999912e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971887938999891e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971888059000015e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971888178999901e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971888298000097e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971888421000004e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971888539000034e+09 0.000000000000000000e+00 0.000000000000000000e+00
1.288971888664999962e+09 0.000000000000000000e+00 0.000000000000000000e+00
