# time, dx, dy, dtheta
1.288971849131000042e+09 -3.121184802878929077e-05 9.268823612007537349e-05 0.000000000000000000e+00
1.288971849250999928e+09 3.847059450512446688e-05 -1.187470835732895580e-04 -1.352944476389339457e-04
1.288971849371000051e+09 -1.562348849282191310e-05 2.959422043957715687e-05 1.882347166315412323e-04
1.288971849490999937e+09 2.375294167178410021e-05 -1.024707487751186363e-05 -1.529402689928183179e-04
1.288971849611000061e+09 -6.632677104101425414e-05 4.360000953607112706e-05 3.000000000001890044e-04
1.288971849730999947e+09 8.302692998485294851e-05 -4.586700309960889399e-05 -3.999999999999559464e-04
1.288971849851000071e+09 -1.906020662800766985e-05 1.254693157370923018e-05 9.999999999976694198e-05
1.288971849970999956e+09 2.027759533262951663e-05 -5.067418116944111262e-05 -4.705973100715965529e-05
1.288971850091000080e+09 -6.635759533257790110e-05 1.055741811706312205e-04 3.070597310070866115e-04
1.288971850210999966e+09 3.620466628340146542e-05 -5.669756588133623154e-05 -1.600000000001600142e-04
1.288971850334000111e+09 -5.564666283430774740e-06 1.686756588092919174e-05 1.999999999999779732e-04
1.288971850450999975e+09 7.939270278090049260e-05 -4.741415762676837176e-05 -4.999999999997228883e-04
1.288971850571000099e+09 -8.749270698826805415e-05 -8.182899299491452894e-06 5.588236119096201548e-04
1.288971850690999985e+09 1.923338893283776940e-05 4.218025886526532986e-05 -2.921574750582855984e-04
1.288971850812999964e+09 5.733292007814583258e-06 -8.379868817520730317e-06 3.600004238504261878e-04
1.288971850930999994e+09 2.443332326673708366e-05 -1.553333121684374873e-06 -5.266665607015497130e-04
1.288971851052999973e+09 -2.266667196493266090e-06 -3.093330578263220332e-05 9.999999999976694198e-05
1.288971851174999952e+09 -6.371550606409925877e-05 -5.872607011347952266e-06 9.999999999976694198e-05
1.288971851296999931e+09 3.038217326056802392e-05 3.637257045419062251e-05 9.999999999976694198e-05
1.288971851414999962e+09 3.819999999998824336e-05 -1.966657659835391314e-06 -1.999999999999779732e-04
1.288971851535000086e+09 -3.925291923201346123e-05 2.513527761749401179e-05 9.999999999976694198e-05
1.288971851654999971e+09 3.257795499467253109e-05 -4.335204230088152144e-05 0.000000000000000000e+00
1.288971851775000095e+09 -1.928503576265061525e-05 -2.448323531645257845e-05 0.000000000000000000e+00
1.288971851897000074e+09 -6.040034272514205327e-06 -3.425004842938506044e-05 0.000000000000000000e+00
1.288971852015000105e+09 2.749998658868602064e-05 2.792848157184835145e-06 -1.071423705720775388e-04
1.288971852134999990e+09 -1.751164887875411580e-05 -7.285447665594801947e-05 2.071423705722885700e-04
1.288971852255000114e+09 -5.526830343738353690e-05 1.687116769275576189e-04 2.199999999996649080e-04
1.288971852375000000e+09 8.519434945497561529e-05 -6.477150544981213898e-05 -6.199999999996208544e-04
1.288971852496999979e+09 -2.011437329718646083e-05 3.416526625343863088e-05 3.312496274663345730e-04
1.288971852615000010e+09 -8.039993641739684449e-06 -3.924708036162627423e-05 -1.312496274659125106e-04
1.288971852734999895e+09 2.998843900758885184e-06 -4.058493408898300459e-06 3.000000000001890044e-04
1.288971852855000019e+09 -1.608850258794092269e-06 1.081907795352776702e-05 -9.999999999976694198e-05
1.288971852974999905e+09 1.396336724179825239e-05 -3.052066401654229821e-05 -3.999999999999559464e-04
1.288971853096999884e+09 -2.307586407512829396e-05 1.532594280195809233e-05 4.999999999997228883e-04
1.288971853214999914e+09 4.647681198510777989e-05 6.585891107402375155e-05 -3.000000000001890044e-04
1.288971853335000038e+09 -4.721429130982723876e-05 -2.677145484586418434e-05 3.999999999999559464e-04
1.288971853454999924e+09 2.362489382901067358e-06 6.062486402669264862e-06 -3.999999999999559464e-04
1.288971853575000048e+09 2.580419211883899777e-05 -1.106242759263409425e-05 9.999999999976694198e-05
1.288971853694999933e+09 1.558038383919768677e-05 -5.658240737904662865e-05 -1.999999999999779732e-04
1.288971853815000057e+09 -6.970000280492882894e-05 1.102294321420060896e-04 3.999999999999559464e-04
1.288971853934999943e+09 6.547294382175383731e-05 -1.090671296664069700e-04 -3.933338631485483461e-04
1.288971854055000067e+09 -3.454502274924386995e-05 3.422003417163921313e-05 2.058331180809780392e-04
1.288971854174999952e+09 3.953222858488203428e-05 1.310721389735647335e-05 8.750074506735927571e-05
1.288971854301000118e+09 -3.660711682584860682e-05 9.992902929134572787e-06 9.999999999976694198e-05
1.288971854418999910e+09 2.252337629560230425e-05 -4.104716744013359175e-05 -4.941180595485761273e-04
1.288971854539000034e+09 -3.692347166317500040e-05 1.404706253538279270e-05 4.941180595485761273e-04
1.288971854658999920e+09 5.815885025883815729e-05 -6.416467189307439867e-05 -3.000000000001890044e-04
1.288971854779000044e+09 -3.481595589394093082e-05 9.769324599773199225e-05 3.571431004241176765e-04
1.288971854901000023e+09 3.540712113236921255e-05 -9.697851092393960926e-05 -3.571431004241176765e-04
1.288971855019000053e+09 -9.332333211764520797e-06 3.214998590550521840e-05 1.117652833682036828e-04
1.288971855138999939e+09 -1.421770771703467773e-05 -3.460064344373847689e-06 -1.176528336799265162e-05
1.288971855256999969e+09 1.510001351068268605e-05 -2.856499032954928907e-05 1.999999999999779732e-04
1.288971855378999949e+09 -1.589995742512506638e-05 -6.582162328072627133e-06 7.857118528598050489e-05
1.288971855496999979e+09 3.337996934593689957e-05 9.747167915463705867e-06 -2.385711852861405191e-04
1.288971855618999958e+09 -1.252707169296929379e-05 -1.174585661356530863e-05 8.941209469304212121e-05
1.288971855736999989e+09 1.964707169299639844e-05 6.260585661355122511e-05 -1.294120946928600802e-04
1.288971855858999968e+09 -1.915883260394934950e-05 -4.341769325666433588e-05 2.764697632668955407e-04
1.288971855979000092e+09 -1.756117884021968223e-05 7.097102002084909600e-05 -2.298028846707822481e-04
1.288971856101000071e+09 4.287390133161927963e-05 -9.663794694514393768e-05 -4.666687859611329259e-05
1.288971856219000101e+09 -5.151389243052140188e-05 6.831796093198505559e-05 1.733334392981511485e-04
1.288971856338999987e+09 4.756000254313441644e-05 -2.683334075026522214e-05 1.266665607015937667e-04
1.288971856459000111e+09 -2.541333248562427372e-05 2.331342785311107946e-05 -9.333375719222658518e-05
1.288971856578999996e+09 2.103100775874278128e-05 -3.183114520055596586e-05 -3.537245713491898869e-04
1.288971856700999975e+09 -6.945769180366490048e-05 3.145769890888772125e-05 4.937252071375297646e-04
1.288971856819000006e+09 3.455441512734136467e-05 4.951704743927365371e-05 -3.466668785963022970e-04
1.288971856938999891e+09 4.388567669300069696e-05 -1.022992339905215431e-04 4.210460272036087304e-05
1.288971857059000015e+09 -3.300075289813797497e-06 1.360422049891951701e-04 -1.421046027205719042e-04
1.288971857178999901e+09 -2.540584539434398437e-05 -1.098528553793443052e-04 9.999999999976694198e-05
1.288971857299000025e+09 -6.831400392370845509e-05 8.803295360859664243e-05 3.000000000001890044e-04
1.288971857418999910e+09 8.674834046251689301e-05 -8.135871709846753674e-05 -3.999999999999559464e-04
1.288971857539000034e+09 -4.872849114445632068e-05 3.277861886985533602e-05 9.999999999976694198e-05
1.288971857663000107e+09 1.709999999999212150e-05 1.723999999914127557e-05 -1.999999999999779732e-04
1.288971857782999992e+09 -6.897060291988221792e-05 -1.278118340053424618e-05 4.411763880902697110e-04
1.288971857904999971e+09 8.781060291984665866e-05 8.741183401106411566e-06 -2.411763880902917379e-04
1.288971858023000002e+09 -4.586001049033949784e-05 1.985995994591149838e-05 -2.000095367549192815e-05
1.288971858142999887e+09 3.227001049044275760e-05 -6.130995994624299783e-05 -1.799990463249301342e-04
1.288971858263000011e+09 -4.971000254327950785e-05 1.058701068128442557e-04 3.000000000001890044e-04
1.288971858382999897e+09 5.115993953330733035e-05 -9.902011532680887740e-05 -2.500008514840779128e-04
1.288971858505000114e+09 -6.218742749064531949e-05 2.163752062145363197e-05 2.500008514840779128e-04
1.288971858622999907e+09 3.917984093881887731e-05 -1.375286074800641245e-05 -3.000000000001890044e-04
1.288971858742000103e+09 -1.659235043827145262e-05 5.881534864116133576e-05 3.000000000001890044e-04
1.288971858862999916e+09 1.670003178944057254e-05 -7.644665734218847319e-05 -3.066662428077293612e-04
1.288971858983000040e+09 -2.514003178943902128e-05 7.558665734208602771e-05 3.466662428075473201e-04
1.288971859105000019e+09 6.469628604210964085e-05 -9.055244691502650767e-05 -4.837497206038321451e-04
1.288971859223000050e+09 -1.027419859739309160e-04 1.229695858793178331e-04 6.866073500315650335e-04
1.288971859342999935e+09 7.125631827897827009e-05 -8.124536807141424788e-05 -8.487395698790756171e-04
1.288971859464999914e+09 -4.354201991385586723e-05 2.465950294894270201e-05 7.058819404512917117e-04
1.288971859585000038e+09 6.111427622612630728e-05 -4.178571866475522256e-05 -5.999999999999339195e-04
1.288971859704999924e+09 -8.521340646694408605e-05 1.131850776063814124e-04 7.411772130594407315e-04
1.288971859821000099e+09 8.954546375805616520e-05 -1.376456243393775480e-04 -6.411772130592297003e-04
1.288971859944999933e+09 -1.092282117725051904e-04 1.396950519545470115e-04 5.866661368512104957e-04
1.288971860062999964e+09 1.168027732061371893e-04 -1.463200007973952665e-04 -5.866661368512104957e-04
1.288971860183000088e+09 -8.474944570080467088e-05 1.006332758510808389e-04 6.333338631483442782e-04
1.288971860305000067e+09 5.151757850352378654e-05 -1.829184771739988946e-05 -7.333338631485553094e-04
1.288971860423000097e+09 -7.325762618692888140e-05 5.725851226490163981e-05 7.599999999996498445e-04
1.288971860542999983e+09 7.897993387806501175e-05 -1.243992752009148717e-05 -7.599999999996498445e-04
1.288971860663000107e+09 -1.515028127618833764e-06 -4.306004118781459056e-05 3.249996274714561650e-04
1.288971860786999941e+09 1.648421330990856859e-06 -2.340670866107785741e-05 -2.983330667696293403e-04
1.288971860904999971e+09 -5.169332708143681288e-05 3.386667736915427440e-05 7.733334392980850680e-04
1.288971861026999950e+09 2.924352182209766227e-05 4.833411673921261809e-05 -2.823530236732985088e-04
1.288971861147000074e+09 1.437647817792431226e-05 -3.459411673922829777e-05 -1.764697632644640635e-05
1.288971861266999960e+09 -5.144111129817829919e-05 -5.200014024708821125e-06 -1.764697632671285987e-04
1.288971861387000084e+09 -2.063884228920009889e-05 -1.696002666573548368e-05 9.647008116164812463e-05
1.288971861505000114e+09 6.731320479935742895e-05 6.586003274300367138e-05 -2.000031789428646789e-05
1.288971861627000093e+09 1.028434832794911102e-05 -3.950581929768048894e-05 1.999999999999779732e-04
1.288971861744999886e+09 -2.811759953991188610e-05 -3.439417275519218720e-05 -3.999999999999559464e-04
1.288971861867000103e+09 1.962353056672583307e-05 7.152952891331665342e-06 -9.999999999976694198e-05
1.288971861986999989e+09 -2.615022213470208357e-05 -5.406248607009445095e-06 3.866661368512325225e-04
1.288971862105000019e+09 2.365336289711361673e-05 2.165326392589150828e-05 -8.666613685104351816e-05
1.288971862226999998e+09 6.802741178035809355e-06 -3.823531875646324352e-05 -2.294125071875541266e-04
1.288971862346999884e+09 -4.870987282079575209e-06 -3.181356850845418194e-06 1.294125071877871846e-04
1.288971862467000008e+09 1.135685822051257787e-06 -3.506764266525408402e-06 0.000000000000000000e+00
1.288971862586999893e+09 9.239191027132775957e-06 3.832342874865446447e-05 1.999999999999779732e-04
1.288971862709000111e+09 -1.591327155647803693e-05 9.419963759249583291e-06 -2.600009536828373768e-04
1.288971862826999903e+09 -2.538431696186282949e-05 1.060875422442819627e-05 -3.999904631690753831e-05
1.288971862947000027e+09 -3.810748201105162991e-06 1.195886460525485973e-05 1.999999999999779732e-04
1.288971863066999912e+09 2.552503464514632725e-05 -3.748753967425244582e-05 -1.500000000000945022e-04
1.288971863187000036e+09 1.100296691591839959e-05 -5.976461018519785284e-06 1.470555236116055653e-05
1.288971863309000015e+09 -2.377302731493280419e-05 3.033651506001433518e-05 -2.380378260635751531e-04
1.288971863426000118e+09 9.040018437267427487e-06 6.905996836970018649e-05 3.333327505403715918e-04
1.288971863546999931e+09 5.504084421570354380e-08 4.298718740969320606e-06 -2.600004768376074082e-04
1.288971863667000055e+09 4.667855341033977368e-06 -3.404735150613902306e-05 1.428576294277839054e-04
1.288971863790999889e+09 -1.095463212896774507e-05 -4.817724493921815565e-05 -2.428576294279949366e-04
1.288971863908999920e+09 -2.244527931527517950e-05 6.042012300433441396e-05 0.000000000000000000e+00
1.288971864030999899e+09 1.257057220760415817e-06 4.915239895542100612e-05 1.999999999999779732e-04
1.288971864151000023e+09 5.129528911851366502e-06 -4.297844457124000428e-05 8.823611909747341997e-05
1.288971864269000053e+09 -3.432992228413755953e-05 3.521209975509975720e-05 -3.824207928371237131e-05
1.288971864388999939e+09 -4.878693936616329552e-07 -6.364741383801941765e-05 -3.264648755432197902e-04
1.288971864509000063e+09 1.655980227555087225e-05 6.409714818644829393e-05 3.764708357292256835e-04
1.288971864628999949e+09 4.101414363610889069e-05 -6.150059604692614812e-06 0.000000000000000000e+00
1.288971864749000072e+09 -4.690334439416687928e-05 -1.397644919798324281e-05 -1.764722381958350184e-05
1.288971864868999958e+09 3.921766124848069524e-05 -1.882354739546343581e-05 -3.823527761803724445e-04
1.288971864989000082e+09 -7.954666369969221051e-05 8.323336300275485655e-05 4.999999999997228883e-04
1.288971865108999968e+09 9.011146090598387559e-05 -9.248635021297246794e-05 5.882278694047116119e-05
1.288971865229000092e+09 -1.134484775155986114e-05 1.469300532974671114e-05 -5.882278694047116119e-05
1.288971865352999926e+09 -1.519997472709810893e-05 -5.788001049022994948e-05 -3.000000000001890044e-04
1.288971865469000101e+09 2.187889283700172882e-05 3.203926522754585449e-05 0.000000000000000000e+00
1.288971865591000080e+09 -2.823886756464499825e-05 5.466072714277458999e-05 3.799999999998249223e-04
1.288971865710999966e+09 2.471661669212199541e-05 -5.300121004747637699e-05 -1.800000000002910383e-04
1.288971865831000090e+09 -5.216616692060860316e-06 -1.013387899524431646e-04 -3.999999999999559464e-04
1.288971865950999975e+09 -4.377334520144771091e-05 1.235666865886386745e-04 1.999999999999779732e-04
1.288971866072999954e+09 5.711334520142052895e-05 1.501331341113854023e-05 9.999999999976694198e-05
1.288971866193000078e+09 -1.279333375725499877e-05 -3.112000349680954514e-05 9.999999999976694198e-05
1.288971866312999964e+09 -3.094891142141342755e-06 -4.931526290175014537e-05 -1.999999999999779732e-04
1.288971866433000088e+09 3.966065371896476677e-06 2.963541101408395662e-07 0.000000000000000000e+00
1.288971866549999952e+09 -7.057849691460837960e-06 1.225055890214932219e-04 2.666656070182682470e-05
1.288971866671000004e+09 -4.302426302782436096e-06 -5.233721934683188692e-05 2.733334392983621797e-04
1.288971866789999962e+09 1.158244664800633927e-05 -4.080946978390898039e-05 -2.799996821059025365e-04
1.288971866913000107e+09 -1.845877723705147133e-05 -8.314079014581921001e-06 -7.294198935259288419e-05
1.288971867032999992e+09 1.399865548357137612e-05 5.393410953224986315e-05 9.294071777565804382e-05
1.288971867153000116e+09 6.540110627173412183e-06 -4.420018119510871202e-06 1.800009536827573697e-04
1.288971867273000002e+09 -1.793297252572489953e-05 6.785867915581889065e-06 -1.199999999998979661e-04
1.288971867392999887e+09 -1.276698455920932673e-05 -8.633255153700503115e-05 -1.866661368512545494e-04
1.288971867513000011e+09 3.253372540923393785e-06 6.319339691263081704e-05 -1.333386314872342382e-05
1.288971867632999897e+09 4.581954024007739434e-05 -3.783729938167113005e-05 3.000000000001890044e-04
1.288971867753000021e+09 -2.175299997408952635e-05 5.372058779240518334e-05 7.857118528598050489e-05
1.288971867872999907e+09 7.800044278027939981e-06 -6.035000170268034481e-05 -3.785711852861695093e-04
1.288971867993000031e+09 -3.543329889532653709e-05 2.938009695707677338e-05 4.999999999997228883e-04
1.288971868112999916e+09 7.053996990658006894e-05 -6.469344056903025830e-05 -5.999999999999339195e-04
1.288971868233000040e+09 -9.810682528244019096e-05 6.716041877030676233e-05 8.999999999996788347e-04
1.288971868352999926e+09 6.194689352256865789e-05 -1.899371109548297909e-05 -9.266661368512174590e-04
1.288971868473000050e+09 6.488934528037226812e-06 -4.511031643072982433e-05 4.338100887597562405e-04
1.288971868592999935e+09 -7.135673779412599060e-06 6.465695236812507574e-05 -1.071439519080286118e-04
1.288971868713000059e+09 4.199634426882425942e-07 -5.273337041700187910e-06 3.000000000001890044e-04
1.288971868836999893e+09 -7.369982069072023023e-06 -4.487660260821257907e-05 -3.000000000001890044e-04
1.288971868953000069e+09 -7.442699481274850370e-06 -1.320008334015909668e-05 9.999999999976694198e-05
1.288971869076999903e+09 2.949863510970374136e-05 -1.522054907532321977e-05 0.000000000000000000e+00
1.288971869197000027e+09 -3.672944864119287445e-05 1.276823315743413900e-04 2.176469763268684687e-04
1.288971869316999912e+09 1.428353163912543522e-05 -5.363175950900966882e-05 -1.176469763266574375e-04
1.288971869437000036e+09 2.472826136346029102e-05 -4.048001682921409383e-05 -1.999999999999779732e-04
1.288971869556999922e+09 1.041162538628626066e-05 -7.813755246122155995e-05 9.999999999976694198e-05
1.288971869677000046e+09 -3.784997615252638781e-05 1.079869911526643023e-04 3.499940398139500530e-04
1.288971869796999931e+09 -7.955844428919611744e-06 2.512112355734785751e-05 -2.499940398141831110e-04
1.288971869917000055e+09 5.305954494883025063e-06 -5.117059628290121509e-05 0.000000000000000000e+00
1.288971870036999941e+09 4.618566759151399026e-05 -1.485711267257272539e-05 0.000000000000000000e+00
1.288971870157000065e+09 -6.373910349077860360e-06 3.451266167964206488e-06 -9.999999999976694198e-05
1.288971870276999950e+09 -4.011177790563813517e-05 4.680589736771878506e-05 3.000000000001890044e-04
1.288971870398999929e+09 1.857499888247016173e-05 -1.983748826450693059e-05 -3.000000000001890044e-04
1.288971870516999960e+09 -3.887505610300490133e-05 4.529783444873203280e-05 4.999999999997228883e-04
1.288971870638999939e+09 8.148670248242506631e-05 -5.757369138503776185e-05 -5.999999999999339195e-04
1.288971870756999969e+09 -5.005135922897530065e-05 2.613688558561477748e-05 3.999999999999559464e-04
1.288971870878999949e+09 1.916471396712360331e-05 -1.107274767964128159e-05 -3.000000000001890044e-04
1.288971870999000072e+09 -3.209996423725325343e-05 1.102411677056380768e-05 4.749988824150896960e-04
1.288971871117000103e+09 3.700001043072109752e-05 3.195000968592154322e-05 -4.749988824150896960e-04
1.288971871236999989e+09 -5.243984274438950877e-05 -3.687845806332745724e-05 4.533322737025891058e-04
1.288971871357000113e+09 3.739272906522206341e-05 -2.770527547024670412e-05 -7.709792500292245165e-04
1.288971871479000092e+09 -4.425293251431039465e-05 1.375881437226667003e-05 6.176469763268244151e-04
1.288971871598999977e+09 3.392499813736904457e-05 6.047500782280224030e-05 -2.812499068678420144e-04
1.288971871719000101e+09 1.276322395704632129e-05 -9.927500641992992314e-05 1.400735187777613078e-04
1.288971871838999987e+09 -9.514932735710246448e-06 4.226004787000192664e-05 -1.054897487611228257e-04
1.288971871959000111e+09 3.901749756729522289e-06 -1.665998668798351900e-05 -2.208321122409984127e-05
1.288971872078999996e+09 1.843094520492805088e-05 2.921160312396864356e-05 -3.125065192444154150e-05
1.288971872198999882e+09 -2.761076633672754355e-05 -3.260684963279913973e-05 3.952384196184155485e-04
1.288971872319000006e+09 3.136952403282045054e-05 -2.482249976409889314e-05 -4.481800910767219648e-04
1.288971872440999985e+09 -3.827103476405913085e-05 3.131151163948686644e-05 3.091919508548812701e-04
1.288971872559000015e+09 3.264629274757346877e-05 2.244617204816279354e-05 -4.562502793961087377e-04
1.288971872677999973e+09 -1.977727368907000738e-05 -7.619014528525980268e-05 4.999999999997228883e-04
1.288971872798000097e+09 -1.762726310916562511e-06 9.535014528605501027e-05 -3.000000000001890044e-04
1.288971872918999910e+09 -7.164725681518824274e-06 -2.394127959171044040e-05 1.764697632671285987e-04
1.288971873038000107e+09 3.000491069593547167e-05 -4.258815777369306943e-06 -1.764697632671285987e-04
1.288971873158999920e+09 -7.640081700399647957e-06 -9.387996503029683026e-05 2.466661368512035324e-04
1.288971873278000116e+09 -8.025095490915568064e-06 9.611754568439323521e-05 -2.841663231150093338e-04
1.288971873398000002e+09 2.222499217696682905e-05 -1.114374852857480391e-04 2.375001862642278638e-04
1.288971873517999887e+09 -5.752355020127719598e-05 1.794176331992858309e-04 0.000000000000000000e+00
1.288971873638000011e+09 7.132355020122993494e-05 -1.036576331987504318e-04 -1.600000000001600142e-04
1.288971873763000011e+09 -6.937997742950674507e-05 1.577996725643515674e-05 1.199993642115870784e-04
1.288971873882999897e+09 3.532014273199823862e-05 -4.634657140467624004e-05 -2.599993642116160686e-04
1.288971874005000114e+09 2.719900819458942465e-06 3.539878141722851979e-06 1.999999999999779732e-04
1.288971874122999907e+09 -1.286000413358578953e-05 3.306665607016867625e-05 1.999999999999779732e-04
1.288971874243000031e+09 2.423523105676839151e-05 -3.529403830615507331e-05 -3.999999999999559464e-04
1.288971874362999916e+09 -3.704243359103909228e-05 1.531552647460188155e-05 3.999999999999559464e-04
1.288971874483000040e+09 4.793647030765235684e-05 7.108078422746189062e-06 -3.999999999999559464e-04
1.288971874605000019e+09 -4.492258256305614594e-05 -5.856374188262236657e-06 6.933322737028291272e-04
1.288971874723000050e+09 7.769322895967434306e-05 -6.492647858191702426e-05 -7.666661368510574448e-04
1.288971874842999935e+09 -1.078874487775438595e-04 8.784082873436460659e-05 4.733338631486283532e-04
1.288971874963000059e+09 1.000731912840224780e-04 -6.995886567029430125e-05 -3.999999999999559464e-04
1.288971875082999945e+09 -5.513899212905570835e-05 4.244469671466077898e-05 4.999999999997228883e-04
1.288971875203000069e+09 9.245327346418807934e-05 -8.287330366396616910e-05 -5.999999999999339195e-04
1.288971875322999954e+09 -1.294749642374304344e-04 5.444986489777647876e-05 1.999999999999779732e-04
1.288971875443000078e+09 3.959992325996974927e-05 1.977521035190221710e-05 -9.999999999976694198e-05
1.288971875565000057e+09 -2.392493200142897791e-05 4.550826232296856233e-05 1.999999999999779732e-04
1.288971875683000088e+09 5.133993483219523313e-05 -7.596003708698617629e-05 -2.133338631487013970e-04
1.288971875802999973e+09 -5.208941947631995362e-05 7.517695580272487632e-05 2.133338631487013970e-04
1.288971875923000097e+09 3.689219872082816210e-05 -7.386451353763590078e-05 -1.071439519080286118e-04
